CustomerID,Age,Gender,Tenure,Usage Frequency,Support Calls,Payment Delay,Plan Tier,Contract Length,Total Spend,Last Interaction,Churn
314846,20.0,Female,52.0,30.0,0.0,12.0,Premium,Quarterly,975.25,15.0,0
106914,56.0,Male,11.0,30.0,4.0,21.0,Premium,Monthly,982.0,2.0,1
23619,36.0,Male,25.0,19.0,9.0,14.0,Standard,Quarterly,907.0,30.0,1
335832,36.0,Male,22.0,23.0,0.0,20.0,Premium,Annual,929.74,23.0,0
57540,25.0,Male,2.0,29.0,5.0,19.0,Premium,Monthly,277.0,16.0,1
78081,26.0,Male,1.0,1.0,1.0,24.0,Standard,Monthly,928.0,23.0,1
109526,36.0,Male,7.0,12.0,4.0,30.0,Basic,Quarterly,478.0,7.0,1
215164,43.0,Female,1.0,18.0,7.0,0.0,Basic,Quarterly,632.38,20.0,1
337563,35.0,Female,2.0,21.0,1.0,8.0,Premium,Quarterly,713.25,7.0,0
439376,43.0,Male,2.0,28.0,1.0,10.0,Premium,Annual,505.61,4.0,0
116853,64.0,Male,8.0,30.0,0.0,24.0,Premium,Annual,545.0,3.0,1
271490,47.0,Female,33.0,22.0,0.0,12.0,Basic,Quarterly,751.87,15.0,0
384011,24.0,Male,6.0,18.0,1.0,12.0,Premium,Quarterly,957.29,20.0,0
410386,23.0,Female,26.0,23.0,0.0,6.0,Standard,Annual,865.73,15.0,0
259489,50.0,Male,42.0,6.0,2.0,6.0,Standard,Annual,499.31,7.0,1
194943,31.0,Male,52.0,2.0,7.0,14.0,Premium,Annual,644.0,28.0,1
196412,56.0,Female,11.0,26.0,10.0,18.0,Premium,Annual,668.0,14.0,1
212256,50.0,Male,43.0,1.0,6.0,13.0,Premium,Monthly,427.91,25.0,1
280818,37.0,Male,10.0,6.0,2.0,7.0,Standard,Annual,683.4,26.0,0
1900,20.0,Female,16.0,3.0,3.0,3.0,Standard,Quarterly,654.0,13.0,1
280697,21.0,Male,11.0,1.0,0.0,10.0,Basic,Annual,518.05,2.0,0
312739,42.0,Female,60.0,18.0,2.0,16.0,Standard,Quarterly,880.82,14.0,0
167714,59.0,Male,13.0,2.0,2.0,20.0,Premium,Quarterly,967.0,28.0,1
233382,49.0,Female,34.0,4.0,5.0,29.0,Standard,Monthly,821.92,17.0,1
342263,33.0,Male,20.0,23.0,0.0,7.0,Premium,Annual,884.66,4.0,0
411072,38.0,Male,4.0,12.0,0.0,3.0,Standard,Annual,854.52,27.0,0
142695,19.0,Female,25.0,17.0,5.0,4.0,Basic,Monthly,750.0,7.0,1
211861,44.0,Female,1.0,23.0,9.0,16.0,Premium,Monthly,363.24,22.0,1
364810,29.0,Male,48.0,12.0,0.0,10.0,Standard,Annual,746.87,15.0,0
82386,24.0,Male,15.0,21.0,8.0,23.0,Premium,Monthly,146.0,8.0,1
332348,33.0,Female,53.0,30.0,3.0,11.0,Premium,Annual,904.96,6.0,0
363578,37.0,Female,17.0,10.0,2.0,12.0,Premium,Annual,892.31,11.0,0
356326,43.0,Male,50.0,27.0,0.0,6.0,Basic,Annual,971.35,1.0,0
195228,40.0,Male,36.0,27.0,5.0,1.0,Premium,Quarterly,178.0,5.0,1
271453,23.0,Female,35.0,6.0,0.0,0.0,Basic,Annual,546.02,3.0,0
72953,50.0,Female,9.0,19.0,4.0,2.0,Premium,Quarterly,172.0,26.0,1
177233,22.0,Male,55.0,1.0,9.0,27.0,Basic,Annual,306.0,26.0,1
281178,39.0,Male,4.0,7.0,1.0,20.0,Standard,Annual,571.17,5.0,0
292773,45.0,Male,7.0,19.0,0.0,11.0,Standard,Annual,859.02,22.0,0
158553,21.0,Male,7.0,26.0,7.0,7.0,Standard,Monthly,449.0,18.0,1
165127,28.0,Male,15.0,5.0,2.0,9.0,Premium,Quarterly,764.0,23.0,1
256146,61.0,Female,2.0,10.0,6.0,0.0,Standard,Annual,918.8,13.0,1
8784,27.0,Female,44.0,3.0,8.0,28.0,Standard,Quarterly,862.0,19.0,1
193428,63.0,Female,14.0,5.0,3.0,6.0,Premium,Annual,812.0,10.0,1
28395,20.0,Male,10.0,12.0,9.0,22.0,Standard,Monthly,929.0,22.0,1
56949,39.0,Male,4.0,5.0,7.0,13.0,Premium,Annual,306.0,12.0,1
240404,18.0,Male,11.0,4.0,5.0,18.0,Premium,Monthly,840.24,15.0,1
80078,62.0,Male,26.0,24.0,4.0,25.0,Premium,Annual,807.0,29.0,1
66712,57.0,Male,47.0,25.0,3.0,18.0,Basic,Annual,971.0,17.0,1
183300,41.0,Male,20.0,24.0,6.0,29.0,Basic,Monthly,125.0,26.0,1
287757,31.0,Male,60.0,7.0,3.0,8.0,Basic,Annual,806.57,26.0,0
29025,37.0,Male,6.0,21.0,2.0,15.0,Standard,Quarterly,868.0,12.0,0
271388,27.0,Male,22.0,17.0,0.0,11.0,Premium,Annual,746.78,20.0,0
283758,35.0,Male,37.0,19.0,3.0,1.0,Premium,Quarterly,954.36,27.0,0
299595,31.0,Female,1.0,14.0,2.0,10.0,Standard,Quarterly,680.17,8.0,0
181673,53.0,Female,10.0,30.0,6.0,0.0,Standard,Monthly,743.0,13.0,1
355447,20.0,Male,9.0,24.0,1.0,14.0,Standard,Quarterly,632.93,18.0,0
59317,21.0,Male,27.0,1.0,2.0,5.0,Standard,Monthly,840.0,17.0,1
12865,45.0,Male,39.0,9.0,2.0,10.0,Basic,Quarterly,334.0,20.0,1
74548,50.0,Female,33.0,21.0,5.0,0.0,Standard,Monthly,397.0,13.0,1
229238,52.0,Female,53.0,18.0,4.0,26.0,Premium,Monthly,376.77,30.0,1
281753,50.0,Female,45.0,30.0,0.0,9.0,Basic,Annual,683.89,2.0,0
282615,44.0,Male,6.0,3.0,1.0,9.0,Basic,Quarterly,848.25,7.0,0
256544,63.0,Male,8.0,15.0,4.0,18.0,Basic,Quarterly,307.1,25.0,1
320370,28.0,Female,16.0,22.0,0.0,17.0,Basic,Annual,893.35,2.0,0
95713,38.0,Male,11.0,7.0,2.0,26.0,Standard,Annual,673.0,22.0,1
149779,34.0,Male,4.0,18.0,9.0,4.0,Basic,Quarterly,702.0,14.0,1
365614,49.0,Male,22.0,25.0,1.0,14.0,Standard,Quarterly,754.73,22.0,0
336007,22.0,Female,1.0,19.0,2.0,17.0,Premium,Quarterly,893.33,5.0,0
82813,37.0,Female,1.0,1.0,4.0,14.0,Basic,Quarterly,297.0,21.0,1
21249,22.0,Female,13.0,27.0,6.0,18.0,Standard,Quarterly,731.0,13.0,1
247915,41.0,Male,51.0,11.0,1.0,23.0,Basic,Annual,851.63,7.0,1
370388,19.0,Male,20.0,30.0,0.0,16.0,Premium,Quarterly,598.5,20.0,0
391080,37.0,Male,48.0,15.0,2.0,15.0,Premium,Quarterly,583.75,28.0,0
101043,57.0,Male,20.0,6.0,1.0,4.0,Basic,Annual,991.0,1.0,1
210223,35.0,Female,11.0,29.0,7.0,29.0,Basic,Annual,366.09,22.0,1
18968,57.0,Male,47.0,4.0,2.0,25.0,Standard,Annual,700.0,25.0,1
99814,40.0,Male,18.0,26.0,6.0,9.0,Basic,Annual,891.0,15.0,1
111250,20.0,Female,32.0,30.0,1.0,17.0,Premium,Monthly,137.0,24.0,1
232446,43.0,Male,2.0,23.0,3.0,7.0,Premium,Monthly,681.09,9.0,1
179840,45.0,Male,2.0,11.0,9.0,11.0,Standard,Quarterly,213.0,8.0,1
233565,62.0,Male,42.0,6.0,7.0,9.0,Standard,Annual,336.88,19.0,1
229003,31.0,Male,24.0,15.0,6.0,16.0,Premium,Monthly,598.17,19.0,1
334169,49.0,Male,56.0,26.0,0.0,14.0,Basic,Annual,728.89,12.0,0
192706,51.0,Female,10.0,23.0,1.0,16.0,Standard,Annual,322.0,30.0,1
402330,27.0,Female,56.0,1.0,2.0,7.0,Basic,Annual,736.96,7.0,0
5365,54.0,Male,4.0,16.0,2.0,28.0,Premium,Annual,941.0,15.0,1
69701,54.0,Female,26.0,11.0,2.0,20.0,Standard,Annual,687.0,30.0,1
156560,27.0,Male,33.0,25.0,6.0,9.0,Basic,Monthly,747.0,12.0,1
169385,33.0,Female,11.0,27.0,3.0,4.0,Premium,Quarterly,838.0,18.0,1
444225,40.0,Male,34.0,9.0,3.0,16.0,Basic,Quarterly,980.17,23.0,0
341227,45.0,Female,25.0,19.0,1.0,10.0,Standard,Quarterly,661.88,9.0,0
83389,32.0,Male,2.0,10.0,10.0,5.0,Premium,Annual,838.0,14.0,1
328123,43.0,Female,44.0,16.0,2.0,10.0,Standard,Annual,971.77,8.0,0
258060,49.0,Female,2.0,3.0,8.0,30.0,Basic,Annual,900.89,17.0,1
300854,32.0,Female,14.0,16.0,1.0,19.0,Premium,Quarterly,712.98,3.0,0
226402,52.0,Male,5.0,1.0,10.0,5.0,Standard,Monthly,905.9,15.0,1
312440,29.0,Male,32.0,9.0,0.0,17.0,Standard,Annual,769.56,1.0,0
248686,56.0,Female,13.0,20.0,3.0,7.0,Standard,Annual,334.64,26.0,1
230134,23.0,Male,11.0,18.0,5.0,26.0,Standard,Annual,318.67,5.0,1
220958,54.0,Female,52.0,16.0,8.0,1.0,Standard,Quarterly,294.39,29.0,1
438230,35.0,Male,17.0,29.0,3.0,11.0,Standard,Quarterly,584.2,3.0,0
344369,37.0,Male,20.0,10.0,2.0,2.0,Standard,Quarterly,592.3,19.0,0
368015,36.0,Male,1.0,7.0,2.0,5.0,Premium,Annual,684.26,17.0,0
225364,28.0,Female,1.0,21.0,8.0,13.0,Basic,Quarterly,462.57,15.0,1
334998,39.0,Male,5.0,16.0,0.0,11.0,Premium,Annual,852.22,18.0,0
356037,49.0,Male,41.0,5.0,1.0,19.0,Standard,Quarterly,800.83,7.0,0
45279,53.0,Male,7.0,28.0,7.0,27.0,Basic,Monthly,672.0,9.0,1
541,46.0,Male,3.0,1.0,5.0,9.0,Standard,Annual,495.0,14.0,1
137221,35.0,Female,2.0,6.0,1.0,27.0,Basic,Annual,386.0,30.0,1
261720,37.0,Male,8.0,5.0,0.0,13.0,Basic,Quarterly,980.65,13.0,0
19909,53.0,Female,23.0,21.0,5.0,25.0,Standard,Quarterly,227.0,3.0,1
58706,44.0,Female,39.0,16.0,1.0,11.0,Premium,Annual,949.0,24.0,1
25639,54.0,Female,4.0,16.0,6.0,30.0,Premium,Quarterly,664.0,1.0,1
140527,25.0,Male,2.0,26.0,9.0,1.0,Standard,Annual,845.0,4.0,1
389105,43.0,Male,17.0,28.0,1.0,20.0,Premium,Quarterly,848.19,28.0,0
356284,35.0,Male,2.0,14.0,2.0,15.0,Premium,Quarterly,974.42,2.0,0
182658,49.0,Female,2.0,7.0,4.0,12.0,Premium,Quarterly,831.0,27.0,1
402963,44.0,Male,3.0,13.0,4.0,3.0,Premium,Quarterly,725.26,10.0,0
392033,40.0,Female,2.0,1.0,3.0,0.0,Premium,Quarterly,500.37,1.0,0
86567,32.0,Male,39.0,5.0,9.0,8.0,Standard,Quarterly,822.0,26.0,1
310893,22.0,Female,33.0,1.0,0.0,10.0,Premium,Annual,935.6,2.0,0
443701,35.0,Female,25.0,23.0,2.0,6.0,Standard,Annual,722.13,9.0,0
177543,47.0,Male,9.0,15.0,4.0,4.0,Premium,Monthly,610.0,4.0,1
312581,34.0,Female,11.0,4.0,3.0,10.0,Standard,Annual,960.42,3.0,0
427047,50.0,Male,12.0,16.0,0.0,12.0,Basic,Annual,859.86,21.0,0
202541,35.0,Male,40.0,5.0,3.0,28.0,Standard,Annual,434.0,11.0,1
200902,51.0,Male,59.0,11.0,8.0,27.0,Standard,Annual,951.0,14.0,1
100311,58.0,Male,2.0,14.0,9.0,5.0,Basic,Annual,218.0,17.0,1
392362,30.0,Female,25.0,23.0,3.0,17.0,Basic,Quarterly,626.28,15.0,0
260438,28.0,Female,21.0,3.0,10.0,19.0,Standard,Quarterly,665.72,25.0,1
292855,42.0,Male,1.0,27.0,4.0,8.0,Standard,Annual,652.48,29.0,0
118289,60.0,Female,10.0,10.0,8.0,25.0,Premium,Monthly,780.0,19.0,1
30964,35.0,Male,4.0,3.0,1.0,14.0,Standard,Monthly,537.0,23.0,1
35513,43.0,Male,39.0,9.0,0.0,10.0,Premium,Quarterly,177.0,1.0,1
243560,35.0,Male,32.0,16.0,5.0,20.0,Premium,Annual,292.66,27.0,1
359425,35.0,Male,6.0,25.0,3.0,6.0,Standard,Quarterly,576.12,9.0,0
199127,41.0,Male,21.0,23.0,1.0,16.0,Premium,Quarterly,920.0,23.0,0
445884,50.0,Male,6.0,13.0,5.0,10.0,Standard,Quarterly,568.19,28.0,0
94256,32.0,Male,15.0,11.0,5.0,18.0,Standard,Monthly,791.0,23.0,1
63977,30.0,Male,2.0,1.0,1.0,18.0,Standard,Monthly,258.0,15.0,1
269194,38.0,Male,38.0,16.0,3.0,0.0,Standard,Annual,562.97,27.0,0
212201,44.0,Female,9.0,18.0,8.0,4.0,Premium,Annual,988.27,9.0,1
220632,56.0,Female,17.0,26.0,8.0,26.0,Standard,Quarterly,584.04,5.0,1
112169,28.0,Male,2.0,14.0,4.0,9.0,Basic,Annual,438.0,1.0,1
430104,24.0,Female,7.0,19.0,0.0,5.0,Basic,Quarterly,751.66,13.0,0
353802,39.0,Female,15.0,29.0,2.0,18.0,Basic,Quarterly,781.93,14.0,0
422720,36.0,Female,1.0,18.0,0.0,11.0,Premium,Quarterly,690.58,3.0,0
355545,39.0,Male,54.0,18.0,2.0,7.0,Premium,Annual,971.4,21.0,0
319390,22.0,Male,21.0,23.0,1.0,4.0,Premium,Annual,768.62,19.0,0
97361,36.0,Male,46.0,24.0,8.0,8.0,Premium,Annual,947.0,4.0,1
367886,28.0,Male,10.0,19.0,0.0,13.0,Premium,Annual,910.21,27.0,0
262272,36.0,Female,9.0,9.0,2.0,20.0,Premium,Quarterly,599.8,4.0,0
104936,24.0,Male,11.0,14.0,8.0,27.0,Basic,Quarterly,413.0,12.0,1
41593,50.0,Female,60.0,5.0,4.0,29.0,Basic,Monthly,564.0,22.0,1
104291,32.0,Female,6.0,17.0,0.0,24.0,Standard,Monthly,968.0,27.0,1
267586,23.0,Female,12.0,30.0,2.0,19.0,Standard,Annual,606.71,11.0,0
407111,36.0,Female,11.0,5.0,3.0,9.0,Premium,Annual,702.51,7.0,0
143387,42.0,Female,41.0,20.0,5.0,1.0,Standard,Monthly,459.0,24.0,1
209597,33.0,Male,30.0,29.0,7.0,21.0,Standard,Monthly,326.42,12.0,1
24456,55.0,Male,39.0,15.0,2.0,2.0,Premium,Annual,460.0,25.0,1
48235,18.0,Male,17.0,1.0,8.0,30.0,Premium,Annual,573.0,29.0,1
89841,42.0,Male,17.0,7.0,2.0,29.0,Basic,Quarterly,337.0,8.0,1
225913,51.0,Male,11.0,13.0,7.0,24.0,Standard,Monthly,709.47,26.0,1
128942,29.0,Female,17.0,2.0,4.0,26.0,Premium,Annual,543.0,2.0,1
22143,49.0,Female,24.0,10.0,0.0,25.0,Standard,Monthly,215.0,22.0,1
283653,35.0,Male,17.0,15.0,1.0,8.0,Basic,Annual,722.84,27.0,0
96100,59.0,Male,2.0,24.0,2.0,13.0,Basic,Annual,416.0,27.0,1
355167,26.0,Male,7.0,14.0,1.0,20.0,Basic,Annual,875.97,16.0,0
68438,30.0,Male,18.0,9.0,0.0,3.0,Basic,Annual,450.0,22.0,1
57442,24.0,Male,16.0,17.0,3.0,0.0,Basic,Quarterly,907.0,1.0,1
315024,48.0,Female,18.0,25.0,3.0,13.0,Basic,Annual,730.81,14.0,0
96482,57.0,Male,12.0,13.0,5.0,27.0,Premium,Annual,784.0,26.0,1
434186,40.0,Female,47.0,9.0,1.0,8.0,Premium,Annual,607.53,8.0,0
97452,25.0,Male,60.0,7.0,7.0,30.0,Standard,Monthly,535.0,5.0,1
124380,31.0,Male,8.0,20.0,0.0,0.0,Standard,Annual,364.0,27.0,1
249250,26.0,Male,16.0,5.0,6.0,8.0,Standard,Annual,197.6,13.0,1
