CustomerID,Age,Gender,Tenure,Usage Frequency,Support Calls,Payment Delay,Plan Tier,Contract Length,Total Spend,Last Interaction,Churn
254344,63.0,Female,54.0,2.0,6.0,17.0,Standard,Monthly,688.35,22.0,1
417239,42.0,Male,34.0,28.0,4.0,1.0,Standard,Annual,909.65,20.0,0
300163,29.0,Male,27.0,21.0,1.0,1.0,Basic,Annual,912.89,14.0,0
273111,45.0,Male,59.0,7.0,0.0,11.0,Premium,Quarterly,501.89,6.0,0
233769,22.0,Female,5.0,19.0,8.0,12.0,Basic,Monthly,518.99,13.0,1
98516,37.0,Female,51.0,7.0,4.0,26.0,Standard,Annual,487.0,26.0,1
327304,27.0,Female,46.0,8.0,1.0,14.0,Standard,Annual,884.61,7.0,0
234762,58.0,Female,20.0,30.0,4.0,10.0,Basic,Monthly,197.66,27.0,1
115244,48.0,Male,33.0,6.0,0.0,12.0,Basic,Annual,186.0,22.0,1
374950,37.0,Male,54.0,19.0,2.0,2.0,Standard,Annual,936.86,22.0,0
296779,35.0,Male,60.0,7.0,2.0,18.0,Standard,Quarterly,875.08,28.0,0
166086,52.0,Female,43.0,28.0,4.0,3.0,Basic,Annual,774.0,25.0,1
447072,29.0,Female,19.0,13.0,1.0,16.0,Premium,Quarterly,664.89,15.0,0
227279,61.0,Male,36.0,5.0,2.0,24.0,Standard,Annual,571.64,9.0,1
197065,50.0,Female,9.0,7.0,1.0,28.0,Basic,Annual,547.0,28.0,1
106657,47.0,Female,36.0,27.0,1.0,27.0,Standard,Monthly,397.0,15.0,1
126200,29.0,Female,2.0,5.0,8.0,18.0,Basic,Annual,218.0,2.0,1
442287,43.0,Male,31.0,1.0,2.0,12.0,Basic,Quarterly,799.03,26.0,0
387614,35.0,Female,19.0,27.0,1.0,0.0,Basic,Annual,960.8,4.0,0
285766,30.0,Male,2.0,27.0,1.0,5.0,Standard,Annual,522.64,20.0,0
257255,65.0,Female,48.0,28.0,1.0,15.0,Basic,Quarterly,923.95,20.0,1
40883,60.0,Female,20.0,28.0,10.0,23.0,Premium,Annual,929.0,12.0,1
429609,29.0,Female,28.0,30.0,0.0,19.0,Premium,Quarterly,731.47,14.0,0
96676,32.0,Female,1.0,3.0,1.0,18.0,Standard,Annual,287.0,15.0,1
100589,64.0,Male,58.0,7.0,4.0,7.0,Basic,Annual,890.0,4.0,1
258172,41.0,Female,49.0,28.0,7.0,1.0,Basic,Quarterly,105.13,30.0,1
4077,62.0,Female,28.0,30.0,6.0,20.0,Basic,Quarterly,256.0,3.0,1
220613,25.0,Male,34.0,20.0,6.0,10.0,Basic,Quarterly,814.15,10.0,1
9653,35.0,Male,27.0,1.0,6.0,25.0,Premium,Annual,826.0,7.0,1
422850,23.0,Male,33.0,29.0,0.0,6.0,Basic,Quarterly,840.25,9.0,0
252441,18.0,Female,24.0,28.0,5.0,14.0,Standard,Annual,321.08,17.0,1
387079,34.0,Female,30.0,18.0,1.0,1.0,Premium,Quarterly,840.67,2.0,0
196949,38.0,Female,38.0,5.0,7.0,27.0,Basic,Monthly,478.0,15.0,1
444431,38.0,Male,40.0,19.0,1.0,4.0,Basic,Quarterly,519.66,27.0,0
185748,65.0,Female,53.0,15.0,6.0,23.0,Premium,Monthly,464.0,21.0,1
68186,37.0,Female,25.0,25.0,3.0,6.0,Basic,Monthly,225.0,2.0,1
431571,32.0,Female,53.0,5.0,2.0,11.0,Standard,Annual,755.29,1.0,0
365430,21.0,Male,40.0,24.0,0.0,15.0,Basic,Quarterly,605.92,27.0,0
182270,58.0,Female,60.0,2.0,10.0,13.0,Premium,Quarterly,760.0,10.0,1
334464,45.0,Male,51.0,2.0,1.0,3.0,Standard,Annual,937.44,18.0,0
176191,36.0,Male,39.0,4.0,1.0,16.0,Basic,Annual,803.0,11.0,0
365720,44.0,Female,23.0,11.0,3.0,2.0,Basic,Quarterly,834.58,5.0,0
73275,48.0,Female,29.0,1.0,8.0,30.0,Standard,Quarterly,604.0,16.0,1
21734,26.0,Male,30.0,17.0,0.0,24.0,Premium,Monthly,999.0,12.0,1
424310,33.0,Female,47.0,6.0,2.0,13.0,Basic,Annual,967.56,12.0,0
324272,34.0,Male,8.0,4.0,2.0,4.0,Standard,Annual,963.39,2.0,0
419387,43.0,Female,22.0,21.0,1.0,16.0,Premium,Quarterly,630.09,2.0,0
151040,33.0,Male,5.0,12.0,1.0,22.0,Standard,Monthly,705.0,24.0,1
302641,26.0,Female,1.0,10.0,2.0,2.0,Premium,Annual,963.53,12.0,0
32473,41.0,Male,48.0,1.0,3.0,9.0,Premium,Annual,382.0,8.0,1
410308,46.0,Male,10.0,26.0,2.0,2.0,Basic,Quarterly,834.4,20.0,0
355591,38.0,Male,35.0,26.0,1.0,7.0,Standard,Annual,909.88,19.0,0
55060,60.0,Male,18.0,25.0,7.0,17.0,Premium,Annual,782.0,10.0,1
368739,35.0,Male,59.0,12.0,0.0,0.0,Basic,Annual,852.6,18.0,0
394640,26.0,Female,16.0,13.0,0.0,11.0,Standard,Annual,999.49,9.0,0
431000,21.0,Male,11.0,13.0,0.0,7.0,Premium,Quarterly,902.8,9.0,0
413445,26.0,Male,57.0,24.0,2.0,9.0,Basic,Quarterly,782.89,6.0,0
375410,42.0,Male,27.0,3.0,4.0,2.0,Standard,Quarterly,677.81,21.0,0
125867,44.0,Female,40.0,23.0,3.0,27.0,Premium,Annual,412.0,5.0,1
386948,43.0,Male,24.0,14.0,0.0,10.0,Basic,Quarterly,932.21,5.0,0
325513,18.0,Female,41.0,10.0,0.0,14.0,Basic,Annual,954.11,4.0,0
362039,36.0,Male,24.0,28.0,2.0,8.0,Basic,Quarterly,929.9,15.0,0
430868,44.0,Female,53.0,30.0,0.0,5.0,Premium,Quarterly,665.73,11.0,0
181633,18.0,Female,23.0,13.0,1.0,2.0,Basic,Annual,325.0,21.0,1
60228,35.0,Female,19.0,4.0,6.0,0.0,Standard,Monthly,869.0,4.0,1
355166,31.0,Male,11.0,30.0,0.0,2.0,Standard,Quarterly,793.47,26.0,0
10083,48.0,Female,30.0,4.0,3.0,19.0,Standard,Quarterly,402.0,19.0,1
384465,28.0,Female,2.0,18.0,1.0,14.0,Standard,Quarterly,732.25,8.0,0
129142,60.0,Male,12.0,8.0,0.0,14.0,Premium,Monthly,338.0,4.0,1
10115,54.0,Male,50.0,29.0,3.0,14.0,Basic,Annual,870.0,16.0,1
301209,43.0,Male,39.0,10.0,1.0,10.0,Premium,Annual,633.23,27.0,0
134346,44.0,Male,15.0,28.0,9.0,14.0,Premium,Monthly,273.0,2.0,1
281286,49.0,Male,47.0,10.0,4.0,2.0,Standard,Quarterly,668.04,7.0,0
180977,44.0,Female,1.0,19.0,7.0,27.0,Basic,Monthly,680.0,16.0,1
419053,41.0,Female,39.0,5.0,1.0,8.0,Basic,Quarterly,812.63,10.0,0
138257,64.0,Male,54.0,16.0,3.0,16.0,Basic,Quarterly,252.0,14.0,1
40419,57.0,Male,40.0,22.0,8.0,20.0,Premium,Annual,977.0,14.0,1
178366,65.0,Male,41.0,27.0,7.0,1.0,Basic,Annual,303.0,29.0,1
108910,42.0,Female,10.0,6.0,9.0,6.0,Premium,Monthly,444.0,4.0,1
132925,65.0,Female,20.0,19.0,9.0,30.0,Basic,Quarterly,146.0,25.0,1
69948,51.0,Male,13.0,3.0,6.0,9.0,Basic,Monthly,887.0,13.0,1
439982,24.0,Female,3.0,16.0,2.0,11.0,Standard,Annual,529.14,4.0,0
286686,25.0,Female,15.0,13.0,2.0,5.0,Basic,Annual,530.4,5.0,0
124630,53.0,Female,54.0,15.0,6.0,15.0,Premium,Quarterly,936.0,11.0,1
46619,56.0,Male,28.0,30.0,10.0,16.0,Premium,Quarterly,105.0,6.0,1
39743,57.0,Male,44.0,16.0,9.0,27.0,Standard,Annual,311.0,6.0,1
240135,43.0,Female,54.0,17.0,8.0,24.0,Basic,Quarterly,241.61,12.0,1
306768,49.0,Male,33.0,27.0,2.0,6.0,Basic,Annual,504.32,7.0,0
412314,30.0,Female,48.0,19.0,2.0,4.0,Premium,Annual,622.79,10.0,0
132365,57.0,Female,14.0,29.0,3.0,17.0,Standard,Monthly,900.0,3.0,1
202601,36.0,Male,5.0,18.0,8.0,23.0,Premium,Quarterly,693.0,11.0,1
236380,58.0,Male,18.0,17.0,1.0,7.0,Basic,Monthly,525.46,13.0,1
129940,29.0,Female,6.0,24.0,0.0,10.0,Basic,Quarterly,105.0,6.0,1
14087,24.0,Male,34.0,30.0,1.0,4.0,Standard,Annual,581.0,26.0,0
321303,46.0,Male,18.0,18.0,0.0,16.0,Standard,Annual,713.43,27.0,0
415202,39.0,Male,31.0,13.0,2.0,0.0,Basic,Quarterly,528.78,20.0,0
441775,30.0,Female,33.0,26.0,0.0,0.0,Basic,Annual,916.57,1.0,0
200560,48.0,Female,34.0,13.0,10.0,4.0,Premium,Monthly,622.0,25.0,1
416641,50.0,Male,50.0,14.0,5.0,2.0,Premium,Annual,936.17,25.0,0
434734,37.0,Male,48.0,12.0,1.0,11.0,Basic,Annual,677.63,28.0,0
138888,54.0,Male,12.0,16.0,9.0,30.0,Basic,Monthly,437.0,8.0,1
314087,25.0,Male,29.0,12.0,2.0,4.0,Premium,Quarterly,639.46,27.0,0
19279,44.0,Female,41.0,30.0,7.0,8.0,Basic,Annual,284.0,20.0,1
358967,25.0,Male,43.0,2.0,1.0,19.0,Standard,Annual,517.28,20.0,0
301564,37.0,Female,36.0,21.0,2.0,3.0,Premium,Quarterly,998.17,7.0,0
419728,20.0,Male,44.0,28.0,1.0,2.0,Standard,Annual,893.22,17.0,0
95018,32.0,Male,44.0,6.0,10.0,24.0,Basic,Monthly,767.0,26.0,1
390451,36.0,Male,12.0,24.0,3.0,11.0,Standard,Quarterly,604.29,17.0,0
369793,49.0,Male,51.0,5.0,0.0,7.0,Premium,Annual,777.21,9.0,0
121830,27.0,Female,55.0,20.0,0.0,29.0,Basic,Quarterly,124.0,5.0,1
448278,46.0,Female,22.0,13.0,2.0,2.0,Basic,Quarterly,866.24,6.0,0
27132,40.0,Male,5.0,10.0,8.0,25.0,Premium,Quarterly,603.0,1.0,1
224855,48.0,Female,17.0,5.0,4.0,8.0,Basic,Annual,594.23,5.0,1
20929,25.0,Male,20.0,5.0,2.0,13.0,Standard,Quarterly,125.0,20.0,1
337236,22.0,Female,4.0,20.0,2.0,19.0,Standard,Annual,551.85,4.0,0
132647,24.0,Female,22.0,9.0,6.0,9.0,Premium,Annual,524.0,21.0,1
70092,45.0,Female,55.0,16.0,9.0,2.0,Basic,Annual,253.0,20.0,1
309717,40.0,Female,43.0,15.0,3.0,5.0,Standard,Annual,984.22,3.0,0
173805,45.0,Female,8.0,15.0,9.0,4.0,Premium,Quarterly,997.0,30.0,1
232974,61.0,Male,10.0,14.0,5.0,20.0,Basic,Monthly,587.19,1.0,1
183216,28.0,Male,30.0,29.0,1.0,6.0,Basic,Annual,724.0,25.0,0
446015,19.0,Female,58.0,18.0,0.0,20.0,Standard,Quarterly,783.27,2.0,0
58853,50.0,Female,9.0,3.0,9.0,12.0,Basic,Monthly,682.0,12.0,1
123601,35.0,Female,24.0,22.0,0.0,2.0,Standard,Monthly,969.0,9.0,1
123520,26.0,Female,45.0,1.0,7.0,18.0,Premium,Monthly,796.0,18.0,1
180420,37.0,Female,15.0,19.0,10.0,15.0,Standard,Monthly,892.0,12.0,1
366369,34.0,Female,56.0,15.0,1.0,9.0,Basic,Annual,923.02,6.0,0
389948,35.0,Female,34.0,23.0,0.0,14.0,Basic,Annual,703.5,1.0,0
173234,23.0,Female,26.0,29.0,5.0,30.0,Basic,Quarterly,798.0,20.0,1
232739,18.0,Female,51.0,28.0,4.0,15.0,Standard,Monthly,922.25,12.0,1
176302,60.0,Female,44.0,29.0,10.0,14.0,Standard,Monthly,648.0,9.0,1
193199,24.0,Male,2.0,26.0,2.0,26.0,Premium,Annual,501.0,15.0,1
213976,30.0,Male,50.0,9.0,9.0,18.0,Standard,Quarterly,193.03,25.0,1
283244,37.0,Female,28.0,19.0,1.0,16.0,Basic,Annual,723.61,15.0,0
123871,63.0,Male,52.0,29.0,10.0,1.0,Basic,Quarterly,444.0,22.0,1
331959,32.0,Male,48.0,12.0,0.0,18.0,Premium,Annual,914.08,26.0,0
425914,50.0,Female,29.0,30.0,0.0,6.0,Basic,Quarterly,690.84,15.0,0
18791,34.0,Male,33.0,15.0,3.0,9.0,Premium,Quarterly,791.0,21.0,0
445142,44.0,Male,11.0,22.0,2.0,3.0,Premium,Annual,648.71,23.0,0
435212,38.0,Female,52.0,7.0,1.0,17.0,Basic,Quarterly,599.12,3.0,0
392337,18.0,Male,7.0,25.0,1.0,13.0,Standard,Quarterly,908.28,24.0,0
132062,28.0,Male,16.0,5.0,2.0,13.0,Premium,Annual,866.0,20.0,1
50546,23.0,Female,43.0,2.0,7.0,18.0,Premium,Monthly,997.0,11.0,1
43478,25.0,Female,49.0,16.0,1.0,3.0,Standard,Monthly,291.0,5.0,1
357666,28.0,Male,4.0,22.0,0.0,18.0,Premium,Quarterly,657.06,20.0,0
75557,29.0,Female,26.0,25.0,7.0,21.0,Standard,Monthly,863.0,29.0,1
264262,48.0,Female,34.0,28.0,1.0,20.0,Basic,Annual,655.88,15.0,0
389007,26.0,Female,52.0,28.0,2.0,6.0,Standard,Annual,817.98,2.0,0
169082,32.0,Male,27.0,17.0,7.0,23.0,Premium,Annual,462.0,29.0,1
272722,43.0,Female,19.0,13.0,2.0,3.0,Basic,Annual,784.12,15.0,0
329513,34.0,Male,3.0,28.0,2.0,17.0,Standard,Quarterly,730.73,20.0,0
21097,23.0,Female,59.0,14.0,7.0,23.0,Basic,Monthly,898.0,23.0,1
337809,32.0,Female,53.0,18.0,0.0,19.0,Premium,Quarterly,910.33,13.0,0
126534,60.0,Male,6.0,9.0,5.0,19.0,Standard,Quarterly,308.0,17.0,1
404074,50.0,Male,26.0,1.0,2.0,8.0,Basic,Annual,696.23,17.0,0
197786,28.0,Male,9.0,13.0,10.0,30.0,Basic,Monthly,967.0,12.0,1
281025,46.0,Male,55.0,17.0,3.0,18.0,Basic,Quarterly,683.06,18.0,0
263314,34.0,Female,31.0,28.0,2.0,14.0,Basic,Quarterly,855.89,6.0,0
186811,30.0,Female,24.0,10.0,8.0,4.0,Premium,Quarterly,213.0,26.0,1
331288,34.0,Female,8.0,9.0,3.0,17.0,Premium,Quarterly,997.27,9.0,0
98586,21.0,Male,31.0,11.0,5.0,5.0,Standard,Annual,539.0,27.0,1
361552,37.0,Male,57.0,4.0,3.0,13.0,Standard,Quarterly,988.39,18.0,0
300820,47.0,Male,34.0,25.0,4.0,11.0,Premium,Annual,817.17,5.0,0
120411,50.0,Female,29.0,25.0,1.0,19.0,Basic,Quarterly,102.0,18.0,1
281440,39.0,Male,14.0,18.0,0.0,19.0,Standard,Annual,568.48,15.0,0
51284,44.0,Female,43.0,11.0,10.0,20.0,Standard,Annual,560.0,18.0,1
343043,38.0,Male,42.0,2.0,0.0,20.0,Basic,Annual,528.92,4.0,0
394613,30.0,Male,44.0,11.0,3.0,11.0,Standard,Quarterly,536.96,3.0,0
125827,39.0,Male,53.0,7.0,10.0,1.0,Standard,Annual,555.0,12.0,1
311173,41.0,Male,7.0,18.0,1.0,20.0,Standard,Quarterly,913.02,1.0,0
360536,46.0,Male,57.0,7.0,0.0,15.0,Basic,Quarterly,961.03,3.0,0
348243,29.0,Male,55.0,23.0,1.0,9.0,Standard,Annual,789.14,30.0,0
283500,42.0,Female,17.0,15.0,2.0,4.0,Standard,Quarterly,940.82,5.0,0
214524,31.0,Male,60.0,9.0,0.0,24.0,Standard,Quarterly,906.98,12.0,1
301112,25.0,Male,51.0,19.0,2.0,5.0,Standard,Quarterly,658.41,28.0,0
354970,37.0,Female,48.0,10.0,0.0,13.0,Standard,Annual,900.15,1.0,0
395354,42.0,Female,32.0,20.0,1.0,7.0,Premium,Annual,740.54,8.0,0
235958,38.0,Female,17.0,11.0,2.0,12.0,Basic,Annual,139.45,2.0,1
183190,26.0,Female,20.0,7.0,2.0,25.0,Premium,Quarterly,789.0,15.0,1
149525,52.0,Female,16.0,16.0,6.0,26.0,Premium,Quarterly,178.0,13.0,1
60720,49.0,Female,32.0,21.0,7.0,21.0,Basic,Quarterly,928.0,24.0,1
146228,50.0,Male,57.0,7.0,0.0,7.0,Standard,Monthly,142.0,21.0,1
43994,40.0,Male,11.0,4.0,9.0,17.0,Standard,Quarterly,411.0,12.0,1
333658,43.0,Female,44.0,22.0,3.0,8.0,Standard,Annual,877.01,10.0,0
278540,50.0,Male,60.0,12.0,5.0,10.0,Premium,Quarterly,695.69,14.0,0
441548,50.0,Female,6.0,30.0,5.0,6.0,Premium,Quarterly,843.79,14.0,0
300599,39.0,Male,50.0,3.0,1.0,13.0,Premium,Annual,775.55,4.0,0
181805,19.0,Male,14.0,8.0,0.0,14.0,Standard,Monthly,368.0,22.0,1
419275,50.0,Male,8.0,13.0,3.0,1.0,Basic,Quarterly,977.2,28.0,0
425098,42.0,Female,37.0,7.0,4.0,20.0,Standard,Annual,999.96,8.0,0
404242,33.0,Male,51.0,15.0,2.0,3.0,Standard,Quarterly,597.96,29.0,0
104193,38.0,Male,8.0,9.0,4.0,15.0,Premium,Quarterly,222.0,25.0,1
415333,38.0,Male,29.0,11.0,2.0,16.0,Basic,Quarterly,887.55,4.0,0
321176,20.0,Male,39.0,14.0,0.0,15.0,Basic,Annual,533.72,6.0,0
217618,48.0,Female,41.0,8.0,1.0,2.0,Standard,Annual,115.74,18.0,1
74284,61.0,Female,39.0,7.0,7.0,6.0,Basic,Quarterly,346.0,30.0,1
130279,29.0,Male,31.0,11.0,8.0,22.0,Basic,Annual,395.0,11.0,1
302325,23.0,Male,35.0,6.0,0.0,12.0,Standard,Annual,943.87,23.0,0
350069,35.0,Male,59.0,30.0,1.0,1.0,Standard,Quarterly,602.26,14.0,0
107080,32.0,Female,8.0,19.0,10.0,11.0,Basic,Monthly,641.0,29.0,1
345104,34.0,Female,60.0,1.0,1.0,19.0,Standard,Annual,788.48,3.0,0
151429,34.0,Female,10.0,23.0,3.0,19.0,Basic,Monthly,188.0,28.0,1
297775,47.0,Male,39.0,25.0,2.0,16.0,Premium,Quarterly,921.17,15.0,0
272751,25.0,Male,40.0,29.0,2.0,18.0,Basic,Annual,621.74,29.0,0
147970,28.0,Female,15.0,1.0,7.0,30.0,Basic,Annual,770.0,20.0,1
431351,40.0,Female,44.0,12.0,2.0,13.0,Standard,Quarterly,932.39,15.0,0
79898,57.0,Female,55.0,16.0,4.0,3.0,Premium,Annual,735.0,13.0,1
76454,61.0,Female,24.0,15.0,10.0,9.0,Standard,Annual,240.0,6.0,1
195173,28.0,Male,27.0,29.0,4.0,23.0,Premium,Monthly,439.0,25.0,1
99670,40.0,Female,54.0,28.0,7.0,10.0,Standard,Quarterly,654.0,12.0,1
238654,45.0,Male,1.0,9.0,3.0,15.0,Basic,Monthly,227.88,19.0,1
48413,34.0,Male,47.0,30.0,10.0,7.0,Standard,Annual,653.0,3.0,1
202802,63.0,Female,58.0,13.0,6.0,23.0,Standard,Quarterly,534.0,11.0,1
33852,60.0,Male,9.0,13.0,5.0,16.0,Premium,Monthly,842.0,13.0,1
140975,50.0,Female,51.0,29.0,7.0,15.0,Premium,Annual,141.0,14.0,1
76335,19.0,Male,8.0,25.0,2.0,26.0,Premium,Monthly,674.0,17.0,1
332516,41.0,Male,41.0,1.0,3.0,1.0,Basic,Annual,901.25,2.0,0
250748,21.0,Female,15.0,23.0,3.0,8.0,Basic,Monthly,987.14,26.0,1
255441,51.0,Male,38.0,4.0,2.0,6.0,Standard,Annual,175.37,2.0,1
193022,60.0,Male,11.0,20.0,8.0,21.0,Premium,Annual,130.0,28.0,1
402236,40.0,Male,27.0,2.0,3.0,12.0,Basic,Quarterly,859.78,19.0,0
15366,45.0,Male,36.0,9.0,7.0,5.0,Standard,Annual,476.0,23.0,1
415938,31.0,Female,37.0,27.0,1.0,17.0,Basic,Quarterly,570.08,1.0,0
229053,30.0,Female,24.0,9.0,8.0,27.0,Standard,Quarterly,872.64,17.0,1
312235,22.0,Female,49.0,14.0,0.0,13.0,Premium,Quarterly,824.26,8.0,0
309206,26.0,Male,21.0,16.0,1.0,18.0,Standard,Quarterly,813.83,11.0,0
32437,55.0,Male,24.0,1.0,7.0,13.0,Premium,Monthly,109.0,15.0,1
428419,41.0,Male,18.0,17.0,2.0,16.0,Premium,Quarterly,936.52,26.0,0
164069,22.0,Female,49.0,30.0,4.0,12.0,Standard,Quarterly,321.0,12.0,1
323785,45.0,Female,42.0,21.0,1.0,14.0,Premium,Quarterly,715.64,5.0,0
245624,30.0,Female,7.0,12.0,4.0,19.0,Premium,Quarterly,933.71,17.0,1
277040,29.0,Male,35.0,13.0,2.0,11.0,Standard,Quarterly,684.89,21.0,0
364554,23.0,Male,31.0,27.0,1.0,7.0,Standard,Annual,972.7,20.0,0
177645,30.0,Female,43.0,5.0,7.0,10.0,Standard,Quarterly,191.0,15.0,1
304930,49.0,Female,11.0,10.0,0.0,4.0,Basic,Quarterly,525.47,14.0,0
135482,32.0,Male,50.0,22.0,7.0,20.0,Premium,Annual,249.0,7.0,1
83025,33.0,Female,31.0,20.0,4.0,12.0,Premium,Quarterly,502.0,19.0,1
297087,43.0,Male,33.0,1.0,0.0,14.0,Standard,Quarterly,797.7,4.0,0
263787,33.0,Female,31.0,4.0,0.0,4.0,Premium,Quarterly,519.75,9.0,0
323196,38.0,Female,48.0,23.0,1.0,4.0,Standard,Quarterly,546.04,14.0,0
348779,49.0,Male,26.0,9.0,4.0,5.0,Standard,Annual,816.49,3.0,0
276853,42.0,Male,22.0,18.0,4.0,13.0,Basic,Annual,837.81,24.0,0
280018,48.0,Female,16.0,25.0,0.0,9.0,Premium,Annual,554.48,3.0,0
147372,48.0,Male,42.0,17.0,1.0,12.0,Standard,Quarterly,840.0,26.0,0
60971,56.0,Female,56.0,22.0,9.0,14.0,Standard,Quarterly,871.0,6.0,1
258319,46.0,Male,56.0,16.0,9.0,16.0,Basic,Monthly,821.58,6.0,1
229694,22.0,Female,7.0,11.0,7.0,27.0,Premium,Annual,850.73,6.0,1
420618,23.0,Female,54.0,5.0,0.0,1.0,Standard,Quarterly,646.23,8.0,0
129230,57.0,Female,48.0,27.0,3.0,28.0,Standard,Quarterly,718.0,23.0,1
219997,30.0,Male,31.0,4.0,10.0,13.0,Basic,Annual,332.04,5.0,1
337742,26.0,Male,35.0,28.0,1.0,4.0,Standard,Quarterly,915.22,19.0,0
237260,56.0,Male,52.0,15.0,9.0,22.0,Premium,Annual,114.96,3.0,1
209970,62.0,Male,38.0,11.0,0.0,8.0,Premium,Monthly,876.95,11.0,1
90745,20.0,Female,51.0,12.0,5.0,11.0,Standard,Monthly,401.0,14.0,1
148900,50.0,Female,5.0,1.0,4.0,25.0,Standard,Monthly,949.0,10.0,1
253307,52.0,Female,39.0,10.0,1.0,9.0,Standard,Monthly,133.6,1.0,1
28826,51.0,Female,32.0,23.0,5.0,0.0,Standard,Monthly,972.0,11.0,1
252702,61.0,Male,54.0,4.0,2.0,12.0,Standard,Monthly,797.4,21.0,1
308616,26.0,Male,38.0,2.0,1.0,18.0,Standard,Annual,739.94,1.0,0
147604,19.0,Female,38.0,27.0,9.0,18.0,Basic,Monthly,111.0,4.0,1
323590,42.0,Male,36.0,5.0,0.0,15.0,Basic,Annual,945.64,17.0,0
310046,40.0,Male,44.0,23.0,2.0,18.0,Basic,Quarterly,758.64,8.0,0
188198,25.0,Female,56.0,19.0,9.0,21.0,Standard,Quarterly,456.0,20.0,1
409595,31.0,Female,57.0,25.0,0.0,2.0,Standard,Annual,893.04,7.0,0
45498,18.0,Female,35.0,28.0,4.0,24.0,Standard,Monthly,281.0,6.0,1
412893,31.0,Female,60.0,15.0,3.0,18.0,Basic,Quarterly,946.56,15.0,0
91375,44.0,Male,17.0,13.0,5.0,27.0,Standard,Annual,989.0,23.0,1
251796,56.0,Male,48.0,10.0,8.0,19.0,Standard,Monthly,280.2,14.0,1
330779,32.0,Female,57.0,21.0,1.0,9.0,Standard,Quarterly,570.79,1.0,0
391344,34.0,Male,33.0,20.0,0.0,14.0,Premium,Quarterly,589.06,26.0,0
323195,31.0,Male,32.0,25.0,3.0,2.0,Premium,Quarterly,523.49,27.0,0
281795,40.0,Male,16.0,22.0,2.0,0.0,Standard,Quarterly,722.9,24.0,0
234368,35.0,Male,56.0,1.0,6.0,14.0,Standard,Annual,471.8,25.0,1
194959,48.0,Female,13.0,1.0,2.0,18.0,Standard,Annual,265.0,29.0,1
12251,27.0,Male,2.0,3.0,4.0,9.0,Premium,Monthly,773.0,21.0,1
136990,35.0,Male,16.0,26.0,5.0,28.0,Standard,Quarterly,778.0,18.0,1
243798,37.0,Male,47.0,18.0,4.0,22.0,Premium,Quarterly,936.25,23.0,1
407229,24.0,Female,41.0,3.0,2.0,5.0,Premium,Annual,833.29,9.0,0
61623,34.0,Male,19.0,10.0,8.0,27.0,Basic,Annual,182.0,2.0,1
397106,50.0,Male,14.0,20.0,1.0,2.0,Standard,Annual,797.89,2.0,0
